# Stability boundary coordinates (det = 0)
# Columns: C11   C22   C12   x   y
  0.94360468   1.07602736   0.12387270  -0.03383651   0.06330365
  0.94058463   1.07904740   0.12221049  -0.03483702   0.06322408
  0.93705881   1.08548341   0.13100302  -0.03573950   0.06308904
  0.93705881   1.08548341   0.13100302  -0.03650521   0.06303047
  0.93386619   1.08867603   0.12914231  -0.03767579   0.06285826
  0.93386619   1.08867603   0.12914231  -0.03819071   0.06282050
  0.93072019   1.09182203   0.12720380  -0.03964761   0.06261041
  0.92762272   1.09491950   0.12518867  -0.04137268   0.06238482
  0.92762272   1.09491950   0.12518867  -0.04166251   0.06235235
  0.92457562   1.09796659   0.12309813  -0.04334277   0.06219166
  0.92457562   1.09796659   0.12309813  -0.04375126   0.06212201
  0.92158076   1.10096146   0.12093344  -0.04509369   0.06199925
  0.92158076   1.10096146   0.12093344  -0.04588455   0.06186815
  0.91710826   1.10854640   0.12906223  -0.04686834   0.06178238
  0.91396974   1.11168492   0.12667430  -0.04806538   0.06159009
  0.91089077   1.11476389   0.12421006  -0.04997800   0.06131846
  0.91089077   1.11476389   0.12421006  -0.05029723   0.06128735
  0.91089077   1.11476389   0.12421006  -0.05049148   0.06127212
  0.91089077   1.11476389   0.12421006  -0.05130785   0.06115022
  0.90787321   1.11778146   0.12167100  -0.05260999   0.06098960
  0.90491886   1.12073580   0.11905865  -0.05419948   0.06082774
  0.90491886   1.12073580   0.11905865  -0.05500295   0.06068640
  0.89669751   1.13227216   0.12371590  -0.05643828   0.06046690
  0.89669751   1.13227216   0.12371590  -0.05745932   0.06035141
  0.89369684   1.13527283   0.12078799  -0.05992396   0.05999466
  0.89369684   1.13527283   0.12078799  -0.05997095   0.05998903
  0.89369684   1.13527283   0.12078799  -0.05998609   0.05998608
  0.89369684   1.13527283   0.12078799  -0.06001560   0.05998112
  0.89076893   1.13820073   0.11778733  -0.06263805   0.05963638
  0.88517420   1.14731337   0.12478862  -0.06395266   0.05949680
  0.88215121   1.15033636   0.12153443  -0.06536999   0.05924790
  0.87920900   1.15327858   0.11820702  -0.06772524   0.05889893
  0.87920900   1.15327858   0.11820702  -0.06806673   0.05885529
  0.87920900   1.15327858   0.11820702  -0.06819906   0.05882891
  0.87920900   1.15327858   0.11820702  -0.06850491   0.05877731
  0.87634932   1.15613825   0.11480842  -0.07116757   0.05840571
  0.87034710   1.16586163   0.12126125  -0.07230340   0.05827901
  0.86741570   1.16879303   0.11759859  -0.07424102   0.05793826
  0.86741570   1.16879303   0.11759859  -0.07447659   0.05791388
  0.86741570   1.16879303   0.11759859  -0.07500692   0.05782690
  0.86457508   1.17163366   0.11386508  -0.07668095   0.05760829
  0.86457508   1.17163366   0.11386508  -0.07746789   0.05745410
  0.85545750   1.18467601   0.11593092  -0.07976254   0.05708120
  0.85545750   1.18467601   0.11593092  -0.08083370   0.05692951
  0.85545750   1.18467601   0.11593092  -0.08119892   0.05688714
  0.85545750   1.18467601   0.11593092  -0.08191637   0.05676388
  0.85266199   1.18747152   0.11185629  -0.08350814   0.05653768
  0.85266199   1.18747152   0.11185629  -0.08435163   0.05636196
  0.84623633   1.19802598   0.11752916  -0.08584630   0.05615584
  0.84340499   1.20085731   0.11317709  -0.08801916   0.05573752
  0.84340499   1.20085731   0.11317709  -0.08858268   0.05564848
  0.84068132   1.20358099   0.10875685  -0.09063989   0.05533352
  0.83407160   1.21452393   0.11401717  -0.09188727   0.05507511
  0.83133077   1.21726476   0.10931445  -0.09500923   0.05454365
  0.83133077   1.21726476   0.10931445  -0.09558936   0.05444660
  0.83133077   1.21726476   0.10931445  -0.09596537   0.05436371
  0.83133077   1.21726476   0.10931445  -0.09804134   0.05398759
  0.82193179   1.23120182   0.10937969  -0.10028104   0.05360133
  0.82193179   1.23120182   0.10937969  -0.10069290   0.05354429
  0.82193179   1.23120182   0.10937969  -0.10125102   0.05344321
  0.81250075   1.24537626   0.10894561  -0.10485638   0.05278027
  0.81250075   1.24537626   0.10894561  -0.10595404   0.05261754
  0.80989228   1.24798473   0.10360115  -0.10732838   0.05235791
  0.80989228   1.24798473   0.10360115  -0.10972181   0.05189455
  0.80047245   1.26235374   0.10236895  -0.11328598   0.05126354
  0.80047245   1.26235374   0.10236895  -0.11491057   0.05093635
  0.79360921   1.27437246   0.10655385  -0.11695729   0.05060261
  0.79106664   1.27691503   0.10062250  -0.11913226   0.05017039
  0.79106664   1.27691503   0.10062250  -0.11981038   0.05004281
  0.79106664   1.27691503   0.10062250  -0.12045882   0.04989568
  0.78169206   1.29165189   0.09835661  -0.12487846   0.04908282
  0.78169206   1.29165189   0.09835661  -0.12562758   0.04893869
  0.78169206   1.29165189   0.09835661  -0.12640781   0.04876087
  0.77236611   1.30654744   0.09556657  -0.13053778   0.04799920
  0.77236611   1.30654744   0.09556657  -0.13280709   0.04751914
  0.76545440   1.31923665   0.09907323  -0.13463848   0.04720507
  0.76545440   1.31923665   0.09907323  -0.13612455   0.04691230
  0.75618791   1.33448911   0.09552246  -0.13971933   0.04615703
  0.75618791   1.33448911   0.09552246  -0.14083395   0.04596722
  0.75618791   1.33448911   0.09552246  -0.14165326   0.04581007
  0.75393076   1.33674627   0.08839758  -0.14398416   0.04536153
  0.74701028   1.34986179   0.09143650  -0.14713539   0.04468086
  0.74701028   1.34986179   0.09143650  -0.14717335   0.04467266
  0.74701028   1.34986179   0.09143650  -0.14722491   0.04466019
  0.74016450   1.36311230   0.09448457  -0.15039040   0.04406480
  0.73793954   1.36533726   0.08681217  -0.15252181   0.04362332
  0.73109578   1.37879608   0.08962141  -0.15535199   0.04299168
  0.73109578   1.37879608   0.08962141  -0.15788389   0.04251823
  0.72215715   1.39456076   0.08421417  -0.16160636   0.04172619
  0.72215715   1.39456076   0.08421417  -0.16320880   0.04139162
  0.72215715   1.39456076   0.08421417  -0.16425645   0.04114410
  0.71539262   1.40836302   0.08679002  -0.16697977   0.04061907
  0.71539262   1.40836302   0.08679002  -0.16846529   0.04031673
  0.70661373   1.42439201   0.08059125  -0.17335368   0.03923324
  0.70661373   1.42439201   0.08059125  -0.17372176   0.03915298
  0.70661373   1.42439201   0.08059125  -0.17382854   0.03912779
  0.70661373   1.42439201   0.08059125  -0.17402528   0.03907868
  0.69993108   1.43853787   0.08292985  -0.17729196   0.03842484
  0.69993108   1.43853787   0.08292985  -0.17889339   0.03809385
  0.69134000   1.45480600   0.07593141  -0.18340303   0.03707549
  0.69134000   1.45480600   0.07593141  -0.18407565   0.03692538
  0.69134000   1.45480600   0.07593141  -0.18430238   0.03687044
  0.69134000   1.45480600   0.07593141  -0.18476983   0.03675300
  0.68474203   1.46929564   0.07802871  -0.18918459   0.03585278
  0.67636729   1.48577746   0.07022299  -0.19245753   0.03511651
  0.67636729   1.48577746   0.07022299  -0.19429030   0.03470611
  0.67636729   1.48577746   0.07022299  -0.19499894   0.03453320
  0.67636729   1.48577746   0.07022299  -0.19665581   0.03412302
  0.66985696   1.50061108   0.07207476  -0.19935777   0.03357915
  0.66341361   1.51559476   0.07393373  -0.20224059   0.03294189
  0.66172752   1.51728086   0.06345467  -0.20438764   0.03247368
  0.66172752   1.51728086   0.06345467  -0.20589283   0.03211111
  0.65530795   1.53245867   0.06505651  -0.20942345   0.03126892
  0.65530795   1.53245867   0.06505651  -0.20992194   0.03113898
  0.64895392   1.54778972   0.06666485  -0.21438892   0.03019162
  0.64266478   1.56327556   0.06827985  -0.21695820   0.02959314
  0.64112774   1.56481260   0.05696283  -0.21934670   0.02905752
  0.63486636   1.58049127   0.05831585  -0.22407267   0.02789382
  0.63486636   1.58049127   0.05831585  -0.22430581   0.02783546
  0.63486636   1.58049127   0.05831585  -0.22474098   0.02771916
  0.62866846   1.59632800   0.05967471  -0.22807609   0.02682485
  0.62866846   1.59632800   0.05967471  -0.22919785   0.02675316
  0.62866846   1.59632800   0.05967471  -0.23099400   0.02634679
  0.62118451   1.61367329   0.04887581  -0.23408010   0.02562253
  0.61508144   1.62986118   0.04997354  -0.23790690   0.02468364
  0.61508144   1.62986118   0.04997354  -0.23895950   0.02441673
  0.61508144   1.62986118   0.04997354  -0.24138061   0.02377392
  0.60903988   1.64621205   0.05107627  -0.24381460   0.02313194
  0.60305922   1.66272755   0.05218411  -0.24696476   0.02222214
  0.60305922   1.66272755   0.05218411  -0.24861050   0.02214957
  0.60193813   1.66384864   0.03916561  -0.25094738   0.02155441
  0.59599387   1.68055433   0.04000099  -0.25341045   0.02098389
  0.59599387   1.68055433   0.04000099  -0.25477849   0.02060956
  0.59010921   1.69742807   0.04084037  -0.25820435   0.01974970
  0.59010921   1.69742807   0.04084037  -0.25861301   0.01962904
  0.59010921   1.69742807   0.04084037  -0.26018990   0.01919276
  0.58428356   1.71447156   0.04168384  -0.26297939   0.01827265
  0.58428356   1.71447156   0.04168384  -0.26380525   0.01828693
  0.57851634   1.73168649   0.04253147  -0.26769760   0.01723990
  0.57851634   1.73168649   0.04253147  -0.26977410   0.01692391
  0.57191942   1.74996214   0.02893676  -0.27240148   0.01623723
  0.56624982   1.76754267   0.02950787  -0.27585374   0.01533721
  0.56624982   1.76754267   0.02950787  -0.27710799   0.01498588
  0.56063684   1.78529996   0.03008192  -0.28127157   0.01381799
  0.56063684   1.78529996   0.03008192  -0.28162760   0.01357325
  0.56063684   1.78529996   0.03008192  -0.28180497   0.01357207
  0.55507992   1.80323578   0.03065898  -0.28508304   0.01192338
  0.55507992   1.80323578   0.03065898  -0.28646387   0.01192547
  0.54957851   1.82135192   0.03123911  -0.28895650   0.01092368
  0.54957851   1.82135192   0.03123911  -0.29108533   0.01093775
  0.54900338   1.82192705   0.01562426  -0.29304806   0.01027338
  0.54354620   1.84023607   0.01591597  -0.29568446   0.01019431
  0.54354620   1.84023607   0.01591597  -0.29720692   0.00973182
  0.53814337   1.85872911   0.01620928  -0.30028934   0.00892789
  0.53279435   1.87740803   0.01650421  -0.30478521   0.00763819
  0.53279435   1.87740803   0.01650421  -0.30488254   0.00760747
  0.53279435   1.87740803   0.01650421  -0.30525306   0.00749354
  0.52749861   1.89627469   0.01680078  -0.30819551   0.00550922
  0.52749861   1.89627469   0.01680078  -0.30943959   0.00548621
  0.52225562   1.91533098   0.01709904  -0.31190955   0.00418962
  0.52225562   1.91533098   0.01709904  -0.31396986   0.00416077
  0.52225562   1.91533098   0.01709904  -0.31605735   0.00413203
  0.51685133   1.93479233  -0.00000000  -0.31848038   0.00329196
  0.51170858   1.95423732  -0.00000000  -0.32109356   0.00326354
  0.51170858   1.95423732  -0.00000000  -0.32297342   0.00268080
  0.50661699   1.97387773  -0.00000000  -0.32645779   0.00176921
  0.50661699   1.97387773  -0.00000000  -0.32745967   0.00144412
  0.50157607   1.99371553  -0.00000000  -0.33188366   0.00008857
  0.50157607   1.99371553  -0.00000000  -0.33193298   0.00007153
  0.50157607   1.99371553  -0.00000000  -0.33215097  -0.00000000
  0.50157607   1.99371553  -0.00000000  -0.33193298  -0.00007153
  0.50157607   1.99371553  -0.00000000  -0.33188366  -0.00008857
  0.50661699   1.97387773  -0.00000000  -0.32745967  -0.00144412
  0.50661699   1.97387773  -0.00000000  -0.32645779  -0.00176921
  0.51170858   1.95423732  -0.00000000  -0.32297342  -0.00268080
  0.51170858   1.95423732  -0.00000000  -0.32109356  -0.00326354
  0.51685133   1.93479233  -0.00000000  -0.31848038  -0.00329196
  0.52225562   1.91533098  -0.01709904  -0.31605735  -0.00413203
  0.52225562   1.91533098  -0.01709904  -0.31396986  -0.00416077
  0.52225562   1.91533098  -0.01709904  -0.31190955  -0.00418962
  0.52749861   1.89627469  -0.01680078  -0.30943959  -0.00548621
  0.52749861   1.89627469  -0.01680078  -0.30819551  -0.00550922
  0.53279435   1.87740803  -0.01650421  -0.30525306  -0.00749354
  0.53279435   1.87740803  -0.01650421  -0.30488254  -0.00760747
  0.53279435   1.87740803  -0.01650421  -0.30478521  -0.00763819
  0.53814337   1.85872911  -0.01620928  -0.30028934  -0.00892789
  0.54354620   1.84023607  -0.01591597  -0.29720692  -0.00973182
  0.54354620   1.84023607  -0.01591597  -0.29568446  -0.01019431
  0.54900338   1.82192705  -0.01562426  -0.29304806  -0.01027338
  0.54957851   1.82135192  -0.03123911  -0.29108533  -0.01093775
  0.54957851   1.82135192  -0.03123911  -0.28895650  -0.01092368
  0.55507992   1.80323578  -0.03065898  -0.28646387  -0.01192547
  0.55507992   1.80323578  -0.03065898  -0.28508304  -0.01192338
  0.56063684   1.78529996  -0.03008192  -0.28180497  -0.01357207
  0.56063684   1.78529996  -0.03008192  -0.28162760  -0.01357325
  0.56063684   1.78529996  -0.03008192  -0.28127157  -0.01381799
  0.56624982   1.76754267  -0.02950787  -0.27710799  -0.01498588
  0.56624982   1.76754267  -0.02950787  -0.27585374  -0.01533721
  0.57191942   1.74996214  -0.02893676  -0.27240148  -0.01623723
  0.57851634   1.73168649  -0.04253147  -0.26977410  -0.01692391
  0.57851634   1.73168649  -0.04253147  -0.26769760  -0.01723990
  0.58428356   1.71447156  -0.04168384  -0.26380525  -0.01828693
  0.58428356   1.71447156  -0.04168384  -0.26297939  -0.01827265
  0.59010921   1.69742807  -0.04084037  -0.26018990  -0.01919276
  0.59010921   1.69742807  -0.04084037  -0.25861301  -0.01962904
  0.59010921   1.69742807  -0.04084037  -0.25820435  -0.01974970
  0.59599387   1.68055433  -0.04000099  -0.25477849  -0.02060956
  0.59599387   1.68055433  -0.04000099  -0.25341045  -0.02098389
  0.60193813   1.66384864  -0.03916561  -0.25094738  -0.02155441
  0.60305922   1.66272755  -0.05218411  -0.24861050  -0.02214957
  0.60305922   1.66272755  -0.05218411  -0.24696476  -0.02222214
  0.60903988   1.64621205  -0.05107627  -0.24381460  -0.02313194
  0.61508144   1.62986118  -0.04997354  -0.24138061  -0.02377392
  0.61508144   1.62986118  -0.04997354  -0.23895950  -0.02441673
  0.61508144   1.62986118  -0.04997354  -0.23790690  -0.02468364
  0.62118451   1.61367329  -0.04887581  -0.23408010  -0.02562253
  0.62866846   1.59632800  -0.05967471  -0.23099400  -0.02634679
  0.62866846   1.59632800  -0.05967471  -0.22919785  -0.02675316
  0.62866846   1.59632800  -0.05967471  -0.22807609  -0.02682485
  0.63486636   1.58049127  -0.05831585  -0.22474098  -0.02771916
  0.63486636   1.58049127  -0.05831585  -0.22430581  -0.02783546
  0.63486636   1.58049127  -0.05831585  -0.22407267  -0.02789382
  0.64112774   1.56481260  -0.05696283  -0.21934670  -0.02905752
  0.64266478   1.56327556  -0.06827985  -0.21695820  -0.02959314
  0.64895392   1.54778972  -0.06666485  -0.21438892  -0.03019162
  0.65530795   1.53245867  -0.06505651  -0.20992194  -0.03113898
  0.65530795   1.53245867  -0.06505651  -0.20942345  -0.03126892
  0.66172752   1.51728086  -0.06345467  -0.20589283  -0.03211111
  0.66172752   1.51728086  -0.06345467  -0.20438764  -0.03247368
  0.66341361   1.51559476  -0.07393373  -0.20224059  -0.03294189
  0.66985696   1.50061108  -0.07207476  -0.19935777  -0.03357915
  0.67636729   1.48577746  -0.07022299  -0.19665581  -0.03412302
  0.67636729   1.48577746  -0.07022299  -0.19499894  -0.03453320
  0.67636729   1.48577746  -0.07022299  -0.19429030  -0.03470611
  0.67636729   1.48577746  -0.07022299  -0.19245753  -0.03511651
  0.68474203   1.46929564  -0.07802871  -0.18918459  -0.03585278
  0.69134000   1.45480600  -0.07593141  -0.18476983  -0.03675300
  0.69134000   1.45480600  -0.07593141  -0.18430238  -0.03687044
  0.69134000   1.45480600  -0.07593141  -0.18407565  -0.03692538
  0.69134000   1.45480600  -0.07593141  -0.18340303  -0.03707549
  0.69993108   1.43853787  -0.08292985  -0.17889339  -0.03809385
  0.69993108   1.43853787  -0.08292985  -0.17729196  -0.03842484
  0.70661373   1.42439201  -0.08059125  -0.17402528  -0.03907868
  0.70661373   1.42439201  -0.08059125  -0.17382854  -0.03912779
  0.70661373   1.42439201  -0.08059125  -0.17372176  -0.03915298
  0.70661373   1.42439201  -0.08059125  -0.17335368  -0.03923324
  0.71539262   1.40836302  -0.08679002  -0.16846529  -0.04031673
  0.71539262   1.40836302  -0.08679002  -0.16697977  -0.04061907
  0.72215715   1.39456076  -0.08421417  -0.16425645  -0.04114410
  0.72215715   1.39456076  -0.08421417  -0.16320880  -0.04139162
  0.72215715   1.39456076  -0.08421417  -0.16160636  -0.04172619
  0.73109578   1.37879608  -0.08962141  -0.15788389  -0.04251823
  0.73109578   1.37879608  -0.08962141  -0.15535199  -0.04299168
  0.73793954   1.36533726  -0.08681217  -0.15252181  -0.04362332
  0.74016450   1.36311230  -0.09448457  -0.15039040  -0.04406480
  0.74701028   1.34986179  -0.09143650  -0.14722491  -0.04466019
  0.74701028   1.34986179  -0.09143650  -0.14717335  -0.04467266
  0.74701028   1.34986179  -0.09143650  -0.14713539  -0.04468086
  0.75393076   1.33674627  -0.08839758  -0.14398416  -0.04536153
  0.75618791   1.33448911  -0.09552246  -0.14165326  -0.04581007
  0.75618791   1.33448911  -0.09552246  -0.14083395  -0.04596722
  0.75618791   1.33448911  -0.09552246  -0.13971933  -0.04615703
  0.76545440   1.31923665  -0.09907323  -0.13612455  -0.04691230
  0.76545440   1.31923665  -0.09907323  -0.13463848  -0.04720507
  0.77236611   1.30654744  -0.09556657  -0.13280709  -0.04751914
  0.77236611   1.30654744  -0.09556657  -0.13053778  -0.04799920
  0.78169206   1.29165189  -0.09835661  -0.12640781  -0.04876087
  0.78169206   1.29165189  -0.09835661  -0.12562758  -0.04893869
  0.78169206   1.29165189  -0.09835661  -0.12487846  -0.04908282
  0.79106664   1.27691503  -0.10062250  -0.12045882  -0.04989568
  0.79106664   1.27691503  -0.10062250  -0.11981038  -0.05004281
  0.79106664   1.27691503  -0.10062250  -0.11913226  -0.05017039
  0.79360921   1.27437246  -0.10655385  -0.11695729  -0.05060261
  0.80047245   1.26235374  -0.10236895  -0.11491057  -0.05093635
  0.80047245   1.26235374  -0.10236895  -0.11328598  -0.05126354
  0.80989228   1.24798473  -0.10360115  -0.10972181  -0.05189455
  0.80989228   1.24798473  -0.10360115  -0.10732838  -0.05235791
  0.81250075   1.24537626  -0.10894561  -0.10595404  -0.05261754
  0.81250075   1.24537626  -0.10894561  -0.10485638  -0.05278027
  0.82193179   1.23120182  -0.10937969  -0.10125102  -0.05344321
  0.82193179   1.23120182  -0.10937969  -0.10069290  -0.05354429
  0.82193179   1.23120182  -0.10937969  -0.10028104  -0.05360133
  0.83133077   1.21726476  -0.10931445  -0.09804134  -0.05398759
  0.83133077   1.21726476  -0.10931445  -0.09596537  -0.05436371
  0.83133077   1.21726476  -0.10931445  -0.09558936  -0.05444660
  0.83133077   1.21726476  -0.10931445  -0.09500923  -0.05454365
  0.83407160   1.21452393  -0.11401717  -0.09188727  -0.05507511
  0.84068132   1.20358099  -0.10875685  -0.09063989  -0.05533352
  0.84340499   1.20085731  -0.11317709  -0.08858268  -0.05564848
  0.84340499   1.20085731  -0.11317709  -0.08801916  -0.05573752
  0.84623633   1.19802598  -0.11752916  -0.08584630  -0.05615584
  0.85266199   1.18747152  -0.11185629  -0.08435163  -0.05636196
  0.85266199   1.18747152  -0.11185629  -0.08350814  -0.05653768
  0.85545750   1.18467601  -0.11593092  -0.08191637  -0.05676388
  0.85545750   1.18467601  -0.11593092  -0.08119892  -0.05688714
  0.85545750   1.18467601  -0.11593092  -0.08083370  -0.05692951
  0.85545750   1.18467601  -0.11593092  -0.07976254  -0.05708120
  0.86457508   1.17163366  -0.11386508  -0.07746789  -0.05745410
  0.86457508   1.17163366  -0.11386508  -0.07668095  -0.05760829
  0.86741570   1.16879303  -0.11759859  -0.07500692  -0.05782690
  0.86741570   1.16879303  -0.11759859  -0.07447659  -0.05791388
  0.86741570   1.16879303  -0.11759859  -0.07424102  -0.05793826
  0.87034710   1.16586163  -0.12126125  -0.07230340  -0.05827901
  0.87634932   1.15613825  -0.11480842  -0.07116757  -0.05840571
  0.87920900   1.15327858  -0.11820702  -0.06850491  -0.05877731
  0.87920900   1.15327858  -0.11820702  -0.06819906  -0.05882891
  0.87920900   1.15327858  -0.11820702  -0.06806673  -0.05885529
  0.87920900   1.15327858  -0.11820702  -0.06772524  -0.05889893
  0.88215121   1.15033636  -0.12153443  -0.06536999  -0.05924790
  0.88517420   1.14731337  -0.12478862  -0.06395266  -0.05949680
  0.89076893   1.13820073  -0.11778733  -0.06263805  -0.05963638
  0.89369684   1.13527283  -0.12078799  -0.06001560  -0.05998112
  0.89369684   1.13527283  -0.12078799  -0.05998609  -0.05998608
  0.89369684   1.13527283  -0.12078799  -0.05997095  -0.05998903
  0.89369684   1.13527283  -0.12078799  -0.05992396  -0.05999466
  0.89669751   1.13227216  -0.12371590  -0.05745932  -0.06035141
  0.89669751   1.13227216  -0.12371590  -0.05643828  -0.06046690
  0.90491886   1.12073580  -0.11905865  -0.05500295  -0.06068640
  0.90491886   1.12073580  -0.11905865  -0.05419948  -0.06082774
  0.90787321   1.11778146  -0.12167100  -0.05260999  -0.06098960
  0.91089077   1.11476389  -0.12421006  -0.05130785  -0.06115022
  0.91089077   1.11476389  -0.12421006  -0.05049148  -0.06127212
  0.91089077   1.11476389  -0.12421006  -0.05029723  -0.06128735
  0.91089077   1.11476389  -0.12421006  -0.04997800  -0.06131846
  0.91396974   1.11168492  -0.12667430  -0.04806538  -0.06159009
  0.91710826   1.10854640  -0.12906223  -0.04686834  -0.06178238
  0.92158076   1.10096146  -0.12093344  -0.04588455  -0.06186815
  0.92158076   1.10096146  -0.12093344  -0.04509369  -0.06199925
  0.92457562   1.09796659  -0.12309813  -0.04375126  -0.06212201
  0.92457562   1.09796659  -0.12309813  -0.04334277  -0.06219166
  0.92762272   1.09491950  -0.12518867  -0.04166251  -0.06235235
  0.92762272   1.09491950  -0.12518867  -0.04137268  -0.06238482
  0.93072019   1.09182203  -0.12720380  -0.03964761  -0.06261041
  0.93386619   1.08867603  -0.12914231  -0.03819071  -0.06282050
  0.93386619   1.08867603  -0.12914231  -0.03767579  -0.06285826
  0.93705881   1.08548341  -0.13100302  -0.03650521  -0.06303047
  0.93705881   1.08548341  -0.13100302  -0.03573950  -0.06308904
  0.94058463   1.07904740  -0.12221049  -0.03483702  -0.06322408
  0.94360468   1.07602736  -0.12387270  -0.03383651  -0.06330365
  0.94666461   1.07296743  -0.12546030  -0.03249913  -0.06342602
  0.94666461   1.07296743  -0.12546030  -0.03196479  -0.06350312
  0.94976258   1.06986946  -0.12697233  -0.03036780  -0.06365256
  0.94976258   1.06986946  -0.12697233  -0.03012244  -0.06368855
  0.94976258   1.06986946  -0.12697233  -0.02992712  -0.06371879
  0.95289672   1.06673531  -0.12840787  -0.02840268  -0.06385279
  0.95289672   1.06673531  -0.12840787  -0.02831769  -0.06386320
  0.95289672   1.06673531  -0.12840787  -0.02830884  -0.06386371
  0.95289672   1.06673531  -0.12840787  -0.02829767  -0.06386447
  0.95606515   1.06356688  -0.12976607  -0.02653929  -0.06407151
  0.95926596   1.06036608  -0.13104610  -0.02509476  -0.06424994
  0.95926596   1.06036608  -0.13104610  -0.02479128  -0.06426898
  0.96249722   1.05713482  -0.13224719  -0.02349581  -0.06442900
  0.96249722   1.05713482  -0.13224719  -0.02306307  -0.06445696
  0.96575698   1.05387506  -0.13336862  -0.02190352  -0.06459980
  0.96575698   1.05387506  -0.13336862  -0.02135296  -0.06463632
  0.96575698   1.05387506  -0.13336862  -0.02070614  -0.06468296
  0.96904327   1.05058876  -0.13440972  -0.01965927  -0.06480793
  0.97235414   1.04727790  -0.13536985  -0.01873352  -0.06492039
  0.97235414   1.04727790  -0.13536985  -0.01797724  -0.06496141
  0.97678544   1.04013838  -0.12645956  -0.01710955  -0.06501199
  0.97678544   1.04013838  -0.12645956  -0.01630800  -0.06510518
  0.97989845   1.03702536  -0.12719885  -0.01535296  -0.06516021
  0.97989845   1.03702536  -0.12719885  -0.01464791  -0.06523012
  0.97989845   1.03702536  -0.12719885  -0.01400031  -0.06529412
  0.98302867   1.03389514  -0.12786152  -0.01299891  -0.06534991
  0.98617421   1.03074961  -0.12844717  -0.01190415  -0.06541342
  0.98617421   1.03074961  -0.12844717  -0.01135931  -0.06546529
  0.98933317   1.02759064  -0.12895546  -0.01021489  -0.06553169
  0.98933317   1.02759064  -0.12895546  -0.00972741  -0.06557691
  0.99250366   1.02442016  -0.12938606  -0.00854607  -0.06564532
  0.99250366   1.02442016  -0.12938606  -0.00810152  -0.06568535
  0.99568376   1.02124006  -0.12973873  -0.00689549  -0.06575491
  0.99568376   1.02124006  -0.12973873  -0.00647986  -0.06579108
  0.99887155   1.01805226  -0.13001324  -0.00526102  -0.06586096
  0.99887155   1.01805226  -0.13001324  -0.00486067  -0.06589450
  1.00206513   1.01485869  -0.13020944  -0.00364056  -0.06596386
  1.00206513   1.01485869  -0.13020944  -0.00324217  -0.06599584
  1.00526255   1.01166126  -0.13032721  -0.00203206  -0.06606391
  1.00526255   1.01166126  -0.13032721  -0.00162255  -0.06609525
  1.00846191   1.00846191  -0.13036648  -0.00043348  -0.06616128
  1.00846191   1.00846191  -0.13036648   0.00000000  -0.06619275
  1.00846191   1.00846191  -0.13036648   0.00043348  -0.06616128
  1.01166126   1.00526255  -0.13032721   0.00162255  -0.06609525
  1.01166126   1.00526255  -0.13032721   0.00203206  -0.06606391
  1.01485869   1.00206513  -0.13020944   0.00324217  -0.06599584
  1.01485869   1.00206513  -0.13020944   0.00364056  -0.06596386
  1.01805226   0.99887155  -0.13001324   0.00486067  -0.06589450
  1.01805226   0.99887155  -0.13001324   0.00526102  -0.06586096
  1.02124006   0.99568376  -0.12973873   0.00647986  -0.06579108
  1.02124006   0.99568376  -0.12973873   0.00689549  -0.06575491
  1.02442016   0.99250366  -0.12938606   0.00810152  -0.06568535
  1.02442016   0.99250366  -0.12938606   0.00854607  -0.06564532
  1.02759064   0.98933317  -0.12895546   0.00972741  -0.06557691
  1.02759064   0.98933317  -0.12895546   0.01021489  -0.06553169
  1.03074961   0.98617421  -0.12844717   0.01135931  -0.06546529
  1.03074961   0.98617421  -0.12844717   0.01190415  -0.06541342
  1.03389514   0.98302867  -0.12786152   0.01299891  -0.06534991
  1.03702536   0.97989845  -0.12719885   0.01400031  -0.06529412
  1.03702536   0.97989845  -0.12719885   0.01464791  -0.06523012
  1.03702536   0.97989845  -0.12719885   0.01535296  -0.06516021
  1.04013838   0.97678544  -0.12645956   0.01630800  -0.06510518
  1.04013838   0.97678544  -0.12645956   0.01710955  -0.06501199
  1.04727790   0.97235414  -0.13536985   0.01797724  -0.06496141
  1.04727790   0.97235414  -0.13536985   0.01873352  -0.06492039
  1.05058876   0.96904327  -0.13440972   0.01965927  -0.06480793
  1.05387506   0.96575698  -0.13336862   0.02070614  -0.06468296
  1.05387506   0.96575698  -0.13336862   0.02135296  -0.06463632
  1.05387506   0.96575698  -0.13336862   0.02190352  -0.06459980
  1.05713482   0.96249722  -0.13224719   0.02306307  -0.06445696
  1.05713482   0.96249722  -0.13224719   0.02349581  -0.06442900
  1.06036608   0.95926596  -0.13104610   0.02479128  -0.06426898
  1.06036608   0.95926596  -0.13104610   0.02509476  -0.06424994
  1.06356688   0.95606515  -0.12976607   0.02653929  -0.06407151
  1.06673531   0.95289672  -0.12840787   0.02829767  -0.06386447
  1.06673531   0.95289672  -0.12840787   0.02830884  -0.06386371
  1.06673531   0.95289672  -0.12840787   0.02831769  -0.06386320
  1.06673531   0.95289672  -0.12840787   0.02840268  -0.06385279
  1.06986946   0.94976258  -0.12697233   0.02992712  -0.06371879
  1.06986946   0.94976258  -0.12697233   0.03012244  -0.06368855
  1.06986946   0.94976258  -0.12697233   0.03036780  -0.06365256
  1.07296743   0.94666461  -0.12546030   0.03196479  -0.06350312
