# Stability boundary coordinates (det = 0)
# Columns: C11   C22   C12   x   y
  2.18621809   0.60010469   0.55853355   0.32975101   0.23223686
  2.18621809   0.60010469   0.55853355   0.33332470   0.23055944
  2.22108038   0.58478202   0.54666980   0.33979147   0.22704140
  2.22108038   0.58478202   0.54666980   0.34061815   0.22674735
  2.22108038   0.58478202   0.54666980   0.34116726   0.22644430
  2.24269654   0.58298608   0.55449154   0.34480599   0.22518659
  2.25605450   0.56962811   0.53395887   0.34848082   0.22281771
  2.25605450   0.56962811   0.53395887   0.34921728   0.22259580
  2.25605450   0.56962811   0.53395887   0.35026613   0.22180358
  2.27808470   0.56770071   0.54154436   0.35342288   0.22078687
  2.27808470   0.56770071   0.54154436   0.35527442   0.21976064
  2.31355915   0.55261362   0.52773507   0.36137062   0.21659721
  2.31355915   0.55261362   0.52773507   0.36223498   0.21628152
  2.31355915   0.55261362   0.52773507   0.36336315   0.21572597
  2.34909619   0.53775056   0.51305731   0.36848235   0.21370666
  2.34909619   0.53775056   0.51305731   0.37012578   0.21333364
  2.37218206   0.53562737   0.52019769   0.37299859   0.21130109
  2.37218206   0.53562737   0.52019769   0.37492842   0.21068368
  2.39550515   0.53355774   0.52739009   0.37830436   0.20996316
  2.40816756   0.52089533   0.50438401   0.38077770   0.20848881
  2.43190415   0.51870510   0.51131310   0.38546688   0.20603634
  2.43190415   0.51870510   0.51131310   0.38654724   0.20580076
  2.43190415   0.51870510   0.51131310   0.38695545   0.20560557
  2.43190415   0.51870510   0.51131310   0.38808904   0.20509035
  2.45588394   0.51656674   0.51829332   0.39194340   0.20474405
  2.48010932   0.51448004   0.52532537   0.39233621   0.20970807
  2.44287234   0.52957834   0.54193383   0.38913356   0.21426202
  2.44287234   0.52957834   0.54193383   0.38570690   0.21850026
  2.42928450   0.54316619   0.56524790   0.37982128   0.22648081
  2.42928450   0.54316619   0.56524790   0.37935838   0.22709210
  2.42928450   0.54316619   0.56524790   0.37919764   0.22728232
  2.41512859   0.55732209   0.58822149   0.37404996   0.23441650
  2.41512859   0.55732209   0.58822149   0.37273882   0.23603425
  2.40041314   0.57203754   0.61084076   0.36850871   0.24207336
  2.40041314   0.57203754   0.61084076   0.36636163   0.24479501
  2.40041314   0.57203754   0.61084076   0.36333656   0.24875609
  2.38514702   0.58730366   0.63309208   0.36002628   0.25355912
  2.36933943   0.60311126   0.65496204   0.35650299   0.25871594
  2.36933943   0.60311126   0.65496204   0.35371936   0.26233615
  2.35299988   0.61945081   0.67643749   0.34986169   0.26799861
  2.35299988   0.61945081   0.67643749   0.34744876   0.27115167
  2.33613821   0.63631247   0.69750547   0.34259404   0.27828269
  2.33613821   0.63631247   0.69750547   0.34124421   0.28005189
  2.33613821   0.63631247   0.69750547   0.34009575   0.28153823
  2.31876459   0.65368609   0.71815330   0.33695259   0.28636677
  2.31876459   0.65368609   0.71815330   0.33512670   0.28908228
  2.31876459   0.65368609   0.71815330   0.33424791   0.29042648
  2.30088948   0.67156120   0.73836854   0.32883693   0.29804042
  2.30439693   0.69019243   0.76842522   0.32441401   0.30477617
  2.30439693   0.69019243   0.76842522   0.32267120   0.30720852
  2.30439693   0.69019243   0.76842522   0.32033478   0.31062988
  2.28529575   0.70929361   0.78800107   0.31757120   0.31456329
  2.28529575   0.70929361   0.78800107   0.31644339   0.31644339
  2.30714186   0.70988563   0.79862811   0.31332247   0.32064883
  2.28730202   0.72972548   0.81798690   0.31027100   0.32588782
  2.28730202   0.72972548   0.81798690   0.30956378   0.32691501
  2.26699306   0.75003444   0.83685296   0.30581258   0.33212786
  2.28853163   0.75123571   0.84807234   0.30393048   0.33533561
  2.28853163   0.75123571   0.84807234   0.30221052   0.33767943
  2.26748739   0.77227995   0.86668048   0.30048953   0.34056979
  2.26748739   0.77227995   0.86668048   0.29765081   0.34506001
  2.26719324   0.79561792   0.89655986   0.29301435   0.35219680
  0.79561792   2.26719324   0.89655986  -0.29301435   0.35219680
  0.77227995   2.26748739   0.86668048  -0.29765081   0.34506001
  0.77227995   2.26748739   0.86668048  -0.30048953   0.34056979
  0.75123571   2.28853163   0.84807234  -0.30221052   0.33767943
  0.75123571   2.28853163   0.84807234  -0.30393048   0.33533561
  0.75003444   2.26699306   0.83685296  -0.30581258   0.33212786
  0.72972548   2.28730202   0.81798690  -0.30956378   0.32691501
  0.72972548   2.28730202   0.81798690  -0.31027100   0.32588782
  0.70988563   2.30714186   0.79862811  -0.31332247   0.32064883
  0.70929361   2.28529575   0.78800107  -0.31644339   0.31644339
  0.70929361   2.28529575   0.78800107  -0.31757120   0.31456329
  0.69019243   2.30439693   0.76842522  -0.32033478   0.31062988
  0.69019243   2.30439693   0.76842522  -0.32267120   0.30720852
  0.69019243   2.30439693   0.76842522  -0.32441401   0.30477617
  0.67156120   2.30088948   0.73836854  -0.32883693   0.29804042
  0.65368609   2.31876459   0.71815330  -0.33424791   0.29042648
  0.65368609   2.31876459   0.71815330  -0.33512670   0.28908228
  0.65368609   2.31876459   0.71815330  -0.33695259   0.28636677
  0.63631247   2.33613821   0.69750547  -0.34009575   0.28153823
  0.63631247   2.33613821   0.69750547  -0.34124421   0.28005189
  0.63631247   2.33613821   0.69750547  -0.34259404   0.27828269
  0.61945081   2.35299988   0.67643749  -0.34744876   0.27115167
  0.61945081   2.35299988   0.67643749  -0.34986169   0.26799861
  0.60311126   2.36933943   0.65496204  -0.35371936   0.26233615
  0.60311126   2.36933943   0.65496204  -0.35650299   0.25871594
  0.58730366   2.38514702   0.63309208  -0.36002628   0.25355912
  0.57203754   2.40041314   0.61084076  -0.36333656   0.24875609
  0.57203754   2.40041314   0.61084076  -0.36636163   0.24479501
  0.57203754   2.40041314   0.61084076  -0.36850871   0.24207336
  0.55732209   2.41512859   0.58822149  -0.37273882   0.23603425
  0.55732209   2.41512859   0.58822149  -0.37404996   0.23441650
  0.54316619   2.42928450   0.56524790  -0.37919764   0.22728232
  0.54316619   2.42928450   0.56524790  -0.37935838   0.22709210
  0.54316619   2.42928450   0.56524790  -0.37982128   0.22648081
  0.52957834   2.44287234   0.54193383  -0.38570690   0.21850026
  0.52957834   2.44287234   0.54193383  -0.38913356   0.21426202
  0.51448004   2.48010932   0.52532537  -0.39233621   0.20970807
  0.51656674   2.45588394   0.51829332  -0.39194340   0.20474405
  0.51870510   2.43190415   0.51131310  -0.38808904   0.20509035
  0.51870510   2.43190415   0.51131310  -0.38695545   0.20560557
  0.51870510   2.43190415   0.51131310  -0.38654724   0.20580076
  0.51870510   2.43190415   0.51131310  -0.38546688   0.20603634
  0.52089533   2.40816756   0.50438401  -0.38077770   0.20848881
  0.53355774   2.39550515   0.52739009  -0.37830436   0.20996316
  0.53562737   2.37218206   0.52019769  -0.37492842   0.21068368
  0.53562737   2.37218206   0.52019769  -0.37299859   0.21130109
  0.53775056   2.34909619   0.51305731  -0.37012578   0.21333364
  0.53775056   2.34909619   0.51305731  -0.36848235   0.21370666
  0.55261362   2.31355915   0.52773507  -0.36336315   0.21572597
  0.55261362   2.31355915   0.52773507  -0.36223498   0.21628152
  0.55261362   2.31355915   0.52773507  -0.36137062   0.21659721
  0.56770071   2.27808470   0.54154436  -0.35527442   0.21976064
  0.56770071   2.27808470   0.54154436  -0.35342288   0.22078687
  0.56962811   2.25605450   0.53395887  -0.35026613   0.22180358
  0.56962811   2.25605450   0.53395887  -0.34921728   0.22259580
  0.56962811   2.25605450   0.53395887  -0.34848082   0.22281771
  0.58298608   2.24269654   0.55449154  -0.34480599   0.22518659
  0.58478202   2.22108038   0.54666980  -0.34116726   0.22644430
  0.58478202   2.22108038   0.54666980  -0.34061815   0.22674735
  0.58478202   2.22108038   0.54666980  -0.33979147   0.22704140
  0.60010469   2.18621809   0.55853355  -0.33332470   0.23055944
  0.60010469   2.18621809   0.55853355  -0.32975101   0.23223686
  0.60182500   2.16523678   0.55053940  -0.32727529   0.23396485
  0.60182500   2.16523678   0.55053940  -0.32517424   0.23483233
  0.61715362   2.13092388   0.56134427  -0.32010329   0.23740478
  0.61715362   2.13092388   0.56134427  -0.31646527   0.23954279
  0.63115766   2.11691984   0.57975009  -0.31362917   0.24129656
  0.63259814   2.09676988   0.57132542  -0.31084433   0.24258530
  0.63259814   2.09676988   0.57132542  -0.30895715   0.24395208
  0.63259814   2.09676988   0.57132542  -0.30692570   0.24493822
  0.64683966   2.08252836   0.58911963  -0.30423282   0.24662432
  0.64813483   2.06279666   0.58049148  -0.30191094   0.24777191
  0.66259384   2.04833765   0.59767542  -0.29637540   0.25110089
  0.66259384   2.04833765   0.59767542  -0.29320588   0.25292113
  0.67839709   2.01436896   0.60542716  -0.28502190   0.25787433
  0.67839709   2.01436896   0.60542716  -0.28472826   0.25806266
  0.67839709   2.01436896   0.60542716  -0.28465585   0.25811909
  0.67839709   2.01436896   0.60542716  -0.28453080   0.25819441
  0.69345620   1.99930985   0.62163801  -0.27929212   0.26186229
  0.69422678   1.98064311   0.61238508  -0.27663832   0.26338157
  0.69422678   1.98064311   0.61238508  -0.27396745   0.26534667
  0.70944918   1.96542071   0.62798576  -0.26915188   0.26816498
  0.70944918   1.96542071   0.62798576  -0.26874910   0.26842541
  0.70944918   1.96542071   0.62798576  -0.26854339   0.26854339
  0.72504986   1.94982003   0.64320817  -0.26298330   0.27257571
  0.72504986   1.94982003   0.64320817  -0.26080158   0.27392847
  0.72542722   1.93181400   0.63355383  -0.25711953   0.27674165
  0.74115708   1.91608414   0.64816613  -0.25314366   0.27930099
  0.74115708   1.91608414   0.64816613  -0.25118582   0.28083846
  0.75724080   1.90000042   0.66238799  -0.24554322   0.28465283
  0.75724080   1.90000042   0.66238799  -0.24511809   0.28499815
  0.75724080   1.90000042   0.66238799  -0.24251645   0.28685837
  0.77366871   1.88357251   0.67621085  -0.23807999   0.29010131
  0.79043089   1.86681033   0.68962639  -0.23159595   0.29518358
  0.79043089   1.86681033   0.68962639  -0.23079880   0.29574132
  0.80751727   1.84972396   0.70262652  -0.22414249   0.30104532
  0.80751727   1.84972396   0.70262652  -0.22357451   0.30145534
  0.82491753   1.83232369   0.71520342  -0.21844653   0.30559154
  0.82491753   1.83232369   0.71520342  -0.21663301   0.30707293
  0.82491753   1.83232369   0.71520342  -0.21640889   0.30727701
  0.82491753   1.83232369   0.71520342  -0.21601041   0.30763926
  0.84262121   1.81462001   0.72734951  -0.20933022   0.31328481
  0.86061763   1.79662359   0.73905747  -0.20522723   0.31676473
  0.86230036   1.81256953   0.75031950  -0.20233417   0.31952058
  0.86230036   1.81256953   0.75031950  -0.20019178   0.32137031
  0.88085722   1.79401267   0.76175391  -0.19561864   0.32571697
  0.88085722   1.79401267   0.76175391  -0.19544044   0.32587957
  0.88085722   1.79401267   0.76175391  -0.19536809   0.32595197
  0.89968911   1.77518078   0.77272946  -0.19055279   0.33025849
  0.90202300   1.79074305   0.78440514  -0.18839312   0.33256037
  0.90202300   1.79074305   0.78440514  -0.18615420   0.33454927
  0.92140710   1.77135895   0.79507403  -0.18324418   0.33768155
  0.92140710   1.77135895   0.79507403  -0.18146409   0.33949544
  0.94405605   1.76687544   0.81733069  -0.17632270   0.34489900
  0.94405605   1.76687544   0.81733069  -0.17452846   0.34672851
  0.94405605   1.76687544   0.81733069  -0.17443802   0.34700049
  0.94405605   1.76687544   0.81733069  -0.17393171   0.34734953
  0.96764151   1.76172652   0.83947585  -0.16756167   0.35427938
  0.96764151   1.76172652   0.83947585  -0.16707578   0.35538536
  0.97114152   1.77693598   0.85185463  -0.16562316   0.35889755
  0.99216842   1.75590908   0.86148566  -0.16072304   0.36258536
  0.99216842   1.75590908   0.86148566  -0.16053471   0.36301395
  0.99216842   1.75590908   0.86148566  -0.15956843   0.36422775
  1.01764115   1.74942063   0.88333597  -0.15729970   0.36897415
  1.01764115   1.74942063   0.88333597  -0.15655699   0.37058526
  1.01764115   1.74942063   0.88333597  -0.15430710   0.37253029
  1.02195872   1.76436405   0.89616251  -0.15420787   0.37445021
  1.02195872   1.76436405   0.89616251  -0.15369495   0.37503385
  1.02637849   1.77948391   0.90907866  -0.15381321   0.37827830
  1.04880181   1.75706059   0.91804593  -0.14923296   0.38130908
  1.04880181   1.75706059   0.91804593  -0.14889268   0.38206714
  1.04880181   1.75706059   0.91804593  -0.14776658   0.38307046
  1.05364505   1.77203757   0.93118130  -0.14733943   0.38649569
  1.05364505   1.77203757   0.93118130  -0.14495099   0.38951145
  1.08188034   1.76390506   0.95306569  -0.14448203   0.39196987
  1.08188034   1.76390506   0.95306569  -0.14425868   0.39344414
  1.08188034   1.76390506   0.95306569  -0.14142756   0.39526355
  1.08726332   1.77890945   0.96651073  -0.14126682   0.39719410
  1.08726332   1.77890945   0.96651073  -0.14098948   0.39763007
  1.09275502   1.79409174   0.98005242  -0.14158583   0.40101293
  1.09275502   1.79409174   0.98005242  -0.14028665   0.40220877
  1.12284950   1.78495993   1.00211844  -0.13463956   0.40755976
  1.12284950   1.78495993   1.00211844  -0.13430026   0.40857011
  1.12284950   1.78495993   1.00211844  -0.13408433   0.40903478
  1.12889897   1.80016392   1.01597401  -0.13467702   0.41271596
  1.12889897   1.80016392   1.01597401  -0.13345874   0.41439087
  1.13506132   1.81554793   1.02993118  -0.13370779   0.41726975
  1.14133719   1.83111350   1.04399134  -0.13397650   0.41967149
  1.16706189   1.80538879   1.05214089  -0.12805920   0.42215462
  1.16706189   1.80538879   1.05214089  -0.12771481   0.42337885
  1.16706189   1.80538879   1.05214089  -0.12754093   0.42380082
  1.17380091   1.82078844   1.06641603  -0.12826888   0.42739646
  1.18065732   1.83637018   1.08079780  -0.12902191   0.43074096
  1.18065732   1.83637018   1.08079780  -0.12813117   0.43159607
  1.18763179   1.85213555   1.09528766  -0.12861694   0.43445776
  1.21461156   1.82515578   1.10311165  -0.12377956   0.43699901
  1.21461156   1.82515578   1.10311165  -0.12373316   0.43791223
  1.21461156   1.82515578   1.10311165  -0.12147813   0.43896555
  1.22206442   1.84074674   1.11781533  -0.12152274   0.44152303
  1.22206442   1.84074674   1.11781533  -0.12141473   0.44178624
  1.71447156   0.58428356   0.04168384   0.26380525   0.01828693
  1.71447156   0.58428356   0.04168384   0.26297939   0.01827265
  1.69742807   0.59010921   0.04084037   0.26018990   0.01919276
  1.69742807   0.59010921   0.04084037   0.25861301   0.01962904
  1.69742807   0.59010921   0.04084037   0.25820435   0.01974970
  1.68055433   0.59599387   0.04000099   0.25477849   0.02060956
  1.68055433   0.59599387   0.04000099   0.25341045   0.02098389
  1.66384864   0.60193813   0.03916561   0.25094738   0.02155441
  1.66272755   0.60305922   0.05218411   0.24861050   0.02214957
  1.66272755   0.60305922   0.05218411   0.24696476   0.02222214
  1.64621205   0.60903988   0.05107627   0.24381460   0.02313194
  1.62986118   0.61508144   0.04997354   0.24138061   0.02377392
  1.62986118   0.61508144   0.04997354   0.23895950   0.02441673
  1.62986118   0.61508144   0.04997354   0.23790690   0.02468364
  1.61367329   0.62118451   0.04887581   0.23408010   0.02562253
  1.59632800   0.62866846   0.05967471   0.23099400   0.02634679
  1.59632800   0.62866846   0.05967471   0.22919785   0.02675316
  1.59632800   0.62866846   0.05967471   0.22807609   0.02682485
  1.58049127   0.63486636   0.05831585   0.22474098   0.02771916
  1.58049127   0.63486636   0.05831585   0.22430581   0.02783546
  1.58049127   0.63486636   0.05831585   0.22407267   0.02789382
  1.56481260   0.64112774   0.05696283   0.21934670   0.02905752
  1.56327556   0.64266478   0.06827985   0.21695820   0.02959314
  1.54778972   0.64895392   0.06666485   0.21438892   0.03019162
  1.53245867   0.65530795   0.06505651   0.20992194   0.03113898
  1.53245867   0.65530795   0.06505651   0.20942345   0.03126892
  1.51728086   0.66172752   0.06345467   0.20589283   0.03211111
  1.51728086   0.66172752   0.06345467   0.20438764   0.03247368
  1.51559476   0.66341361   0.07393373   0.20224059   0.03294189
  1.50061108   0.66985696   0.07207476   0.19935777   0.03357915
  1.48577746   0.67636729   0.07022299   0.19665581   0.03412302
  1.48577746   0.67636729   0.07022299   0.19499894   0.03453320
  1.48577746   0.67636729   0.07022299   0.19429030   0.03470611
  1.48577746   0.67636729   0.07022299   0.19245753   0.03511651
  1.46929564   0.68474203   0.07802871   0.18918459   0.03585278
  1.45480600   0.69134000   0.07593141   0.18476983   0.03675300
  1.45480600   0.69134000   0.07593141   0.18430238   0.03687044
  1.45480600   0.69134000   0.07593141   0.18407565   0.03692538
  1.45480600   0.69134000   0.07593141   0.18340303   0.03707549
  1.43853787   0.69993108   0.08292985   0.17889339   0.03809385
  1.43853787   0.69993108   0.08292985   0.17729196   0.03842484
  1.42439201   0.70661373   0.08059125   0.17402528   0.03907868
  1.42439201   0.70661373   0.08059125   0.17382854   0.03912779
  1.42439201   0.70661373   0.08059125   0.17372176   0.03915298
  1.42439201   0.70661373   0.08059125   0.17335368   0.03923324
  1.40836302   0.71539262   0.08679002   0.16846529   0.04031673
  1.40836302   0.71539262   0.08679002   0.16697977   0.04061907
  1.39456076   0.72215715   0.08421417   0.16425645   0.04114410
  1.39456076   0.72215715   0.08421417   0.16320880   0.04139162
  1.39456076   0.72215715   0.08421417   0.16160636   0.04172619
  1.37879608   0.73109578   0.08962141   0.15788389   0.04251823
  1.37879608   0.73109578   0.08962141   0.15535199   0.04299168
  1.36533726   0.73793954   0.08681217   0.15252181   0.04362332
  1.36311230   0.74016450   0.09448457   0.15039040   0.04406480
  1.34986179   0.74701028   0.09143650   0.14722491   0.04466019
  1.34986179   0.74701028   0.09143650   0.14717335   0.04467266
  1.34986179   0.74701028   0.09143650   0.14713539   0.04468086
  1.33674627   0.75393076   0.08839758   0.14398416   0.04536153
  1.33448911   0.75618791   0.09552246   0.14165326   0.04581007
  1.33448911   0.75618791   0.09552246   0.14083395   0.04596722
  1.33448911   0.75618791   0.09552246   0.13971933   0.04615703
  1.31923665   0.76545440   0.09907323   0.13612455   0.04691230
  1.31923665   0.76545440   0.09907323   0.13463848   0.04720507
  1.30654744   0.77236611   0.09556657   0.13280709   0.04751914
  1.30654744   0.77236611   0.09556657   0.13053778   0.04799920
  1.29165189   0.78169206   0.09835661   0.12640781   0.04876087
  1.29165189   0.78169206   0.09835661   0.12562758   0.04893869
  1.29165189   0.78169206   0.09835661   0.12487846   0.04908282
  1.27691503   0.79106664   0.10062250   0.12045882   0.04989568
  1.27691503   0.79106664   0.10062250   0.11981038   0.05004281
  1.27691503   0.79106664   0.10062250   0.11913226   0.05017039
  1.27437246   0.79360921   0.10655385   0.11695729   0.05060261
  1.26235374   0.80047245   0.10236895   0.11491057   0.05093635
  1.26235374   0.80047245   0.10236895   0.11328598   0.05126354
  1.24798473   0.80989228   0.10360115   0.10972181   0.05189455
  1.24798473   0.80989228   0.10360115   0.10732838   0.05235791
  1.24537626   0.81250075   0.10894561   0.10595404   0.05261754
  1.24537626   0.81250075   0.10894561   0.10485638   0.05278027
  1.23120182   0.82193179   0.10937969   0.10125102   0.05344321
  1.23120182   0.82193179   0.10937969   0.10069290   0.05354429
  1.23120182   0.82193179   0.10937969   0.10028104   0.05360133
  1.21726476   0.83133077   0.10931445   0.09804134   0.05398759
  1.21726476   0.83133077   0.10931445   0.09596537   0.05436371
  1.21726476   0.83133077   0.10931445   0.09558936   0.05444660
  1.21726476   0.83133077   0.10931445   0.09500923   0.05454365
  1.21452393   0.83407160   0.11401717   0.09188727   0.05507511
  1.20358099   0.84068132   0.10875685   0.09063989   0.05533352
  1.20085731   0.84340499   0.11317709   0.08858268   0.05564848
  1.20085731   0.84340499   0.11317709   0.08801916   0.05573752
  1.19802598   0.84623633   0.11752916   0.08584630   0.05615584
  1.18747152   0.85266199   0.11185629   0.08435163   0.05636196
  1.18747152   0.85266199   0.11185629   0.08350814   0.05653768
  1.18467601   0.85545750   0.11593092   0.08191637   0.05676388
  1.18467601   0.85545750   0.11593092   0.08119892   0.05688714
  1.18467601   0.85545750   0.11593092   0.08083370   0.05692951
  1.18467601   0.85545750   0.11593092   0.07976254   0.05708120
  1.17163366   0.86457508   0.11386508   0.07746789   0.05745410
  1.17163366   0.86457508   0.11386508   0.07668095   0.05760829
  1.16879303   0.86741570   0.11759859   0.07500692   0.05782690
  1.16879303   0.86741570   0.11759859   0.07447659   0.05791388
  1.16879303   0.86741570   0.11759859   0.07424102   0.05793826
  1.16586163   0.87034710   0.12126125   0.07230340   0.05827901
  1.15613825   0.87634932   0.11480842   0.07116757   0.05840571
  1.15327858   0.87920900   0.11820702   0.06850491   0.05877731
  1.15327858   0.87920900   0.11820702   0.06819906   0.05882891
  1.15327858   0.87920900   0.11820702   0.06806673   0.05885529
  1.15327858   0.87920900   0.11820702   0.06772524   0.05889893
  1.15033636   0.88215121   0.12153443   0.06536999   0.05924790
  1.14731337   0.88517420   0.12478862   0.06395266   0.05949680
  1.13820073   0.89076893   0.11778733   0.06263805   0.05963638
  1.13527283   0.89369684   0.12078799   0.06001560   0.05998112
  1.13527283   0.89369684   0.12078799   0.05998609   0.05998608
  1.13527283   0.89369684   0.12078799   0.05997095   0.05998903
  1.13527283   0.89369684   0.12078799   0.05992396   0.05999466
  1.13227216   0.89669751   0.12371590   0.05745932   0.06035141
  1.13227216   0.89669751   0.12371590   0.05643828   0.06046690
  1.12073580   0.90491886   0.11905865   0.05500295   0.06068640
  1.12073580   0.90491886   0.11905865   0.05419948   0.06082774
  1.11778146   0.90787321   0.12167100   0.05260999   0.06098960
  1.11476389   0.91089077   0.12421006   0.05130785   0.06115022
  1.11476389   0.91089077   0.12421006   0.05049148   0.06127212
  1.11476389   0.91089077   0.12421006   0.05029723   0.06128735
  1.11476389   0.91089077   0.12421006   0.04997800   0.06131846
  1.11168492   0.91396974   0.12667430   0.04806538   0.06159009
  1.10854640   0.91710826   0.12906223   0.04686834   0.06178238
  1.10096146   0.92158076   0.12093344   0.04588455   0.06186815
  1.10096146   0.92158076   0.12093344   0.04509369   0.06199925
  1.09796659   0.92457562   0.12309813   0.04375126   0.06212201
  1.09796659   0.92457562   0.12309813   0.04334277   0.06219166
  1.09491950   0.92762272   0.12518867   0.04166251   0.06235235
  1.09491950   0.92762272   0.12518867   0.04137268   0.06238482
  1.09182203   0.93072019   0.12720380   0.03964761   0.06261041
  1.08867603   0.93386619   0.12914231   0.03819071   0.06282050
  1.08867603   0.93386619   0.12914231   0.03767579   0.06285826
  1.08548341   0.93705881   0.13100302   0.03650521   0.06303047
  1.08548341   0.93705881   0.13100302   0.03573950   0.06308904
  1.07904740   0.94058463   0.12221049   0.03483702   0.06322408
  1.07602736   0.94360468   0.12387270   0.03383651   0.06330365
  1.07296743   0.94666461   0.12546030   0.03249913   0.06342602
  1.07296743   0.94666461   0.12546030   0.03196479   0.06350312
  1.06986946   0.94976258   0.12697233   0.03036780   0.06365256
  1.06986946   0.94976258   0.12697233   0.03012244   0.06368855
  1.06986946   0.94976258   0.12697233   0.02992712   0.06371879
  1.06673531   0.95289672   0.12840787   0.02840268   0.06385279
  1.06673531   0.95289672   0.12840787   0.02831769   0.06386320
  1.06673531   0.95289672   0.12840787   0.02830884   0.06386371
  1.06673531   0.95289672   0.12840787   0.02829767   0.06386447
  1.06356688   0.95606515   0.12976607   0.02653929   0.06407151
  1.06036608   0.95926596   0.13104610   0.02509476   0.06424994
  1.06036608   0.95926596   0.13104610   0.02479128   0.06426898
  1.05713482   0.96249722   0.13224719   0.02349581   0.06442900
  1.05713482   0.96249722   0.13224719   0.02306307   0.06445696
  1.05387506   0.96575698   0.13336862   0.02190352   0.06459980
  1.05387506   0.96575698   0.13336862   0.02135296   0.06463632
  1.05387506   0.96575698   0.13336862   0.02070614   0.06468296
  1.05058876   0.96904327   0.13440972   0.01965927   0.06480793
  1.04727790   0.97235414   0.13536985   0.01873352   0.06492039
  1.04727790   0.97235414   0.13536985   0.01797724   0.06496141
  1.04013838   0.97678544   0.12645956   0.01710955   0.06501199
  1.04013838   0.97678544   0.12645956   0.01630800   0.06510518
  1.03702536   0.97989845   0.12719885   0.01535296   0.06516021
  1.03702536   0.97989845   0.12719885   0.01464791   0.06523012
  1.03702536   0.97989845   0.12719885   0.01400031   0.06529412
  1.03389514   0.98302867   0.12786152   0.01299891   0.06534991
  1.03074961   0.98617421   0.12844717   0.01190415   0.06541342
  1.03074961   0.98617421   0.12844717   0.01135931   0.06546529
  1.02759064   0.98933317   0.12895546   0.01021489   0.06553169
  1.02759064   0.98933317   0.12895546   0.00972741   0.06557691
  1.02442016   0.99250366   0.12938606   0.00854607   0.06564532
  1.02442016   0.99250366   0.12938606   0.00810152   0.06568535
  1.02124006   0.99568376   0.12973873   0.00689549   0.06575491
  1.02124006   0.99568376   0.12973873   0.00647986   0.06579108
  1.01805226   0.99887155   0.13001324   0.00526102   0.06586096
  1.01805226   0.99887155   0.13001324   0.00486067   0.06589450
  1.01485869   1.00206513   0.13020944   0.00364056   0.06596386
  1.01485869   1.00206513   0.13020944   0.00324217   0.06599584
  1.01166126   1.00526255   0.13032721   0.00203206   0.06606391
  1.01166126   1.00526255   0.13032721   0.00162255   0.06609525
  1.00846191   1.00846191   0.13036648   0.00043348   0.06616128
  1.00846191   1.00846191   0.13036648   0.00000000   0.06619275
  1.00846191   1.00846191   0.13036648  -0.00043348   0.06616128
  1.00526255   1.01166126   0.13032721  -0.00162255   0.06609525
  1.00526255   1.01166126   0.13032721  -0.00203206   0.06606391
  1.00206513   1.01485869   0.13020944  -0.00324217   0.06599584
  1.00206513   1.01485869   0.13020944  -0.00364056   0.06596386
  0.99887155   1.01805226   0.13001324  -0.00486067   0.06589450
  0.99887155   1.01805226   0.13001324  -0.00526102   0.06586096
  0.99568376   1.02124006   0.12973873  -0.00647986   0.06579108
  0.99568376   1.02124006   0.12973873  -0.00689549   0.06575491
  0.99250366   1.02442016   0.12938606  -0.00810152   0.06568535
  0.99250366   1.02442016   0.12938606  -0.00854607   0.06564532
  0.98933317   1.02759064   0.12895546  -0.00972741   0.06557691
  0.98933317   1.02759064   0.12895546  -0.01021489   0.06553169
  0.98617421   1.03074961   0.12844717  -0.01135931   0.06546529
  0.98617421   1.03074961   0.12844717  -0.01190415   0.06541342
  0.98302867   1.03389514   0.12786152  -0.01299891   0.06534991
  0.97989845   1.03702536   0.12719885  -0.01400031   0.06529412
  0.97989845   1.03702536   0.12719885  -0.01464791   0.06523012
  0.97989845   1.03702536   0.12719885  -0.01535296   0.06516021
  0.97678544   1.04013838   0.12645956  -0.01630800   0.06510518
  0.97678544   1.04013838   0.12645956  -0.01710955   0.06501199
  0.97235414   1.04727790   0.13536985  -0.01797724   0.06496141
  0.97235414   1.04727790   0.13536985  -0.01873352   0.06492039
  0.96904327   1.05058876   0.13440972  -0.01965927   0.06480793
  0.96575698   1.05387506   0.13336862  -0.02070614   0.06468296
  0.96575698   1.05387506   0.13336862  -0.02135296   0.06463632
  0.96575698   1.05387506   0.13336862  -0.02190352   0.06459980
  0.96249722   1.05713482   0.13224719  -0.02306307   0.06445696
  0.96249722   1.05713482   0.13224719  -0.02349581   0.06442900
  0.95926596   1.06036608   0.13104610  -0.02479128   0.06426898
  0.95926596   1.06036608   0.13104610  -0.02509476   0.06424994
  0.95606515   1.06356688   0.12976607  -0.02653929   0.06407151
  0.95289672   1.06673531   0.12840787  -0.02829767   0.06386447
  0.95289672   1.06673531   0.12840787  -0.02830884   0.06386371
  0.95289672   1.06673531   0.12840787  -0.02831769   0.06386320
  0.95289672   1.06673531   0.12840787  -0.02840268   0.06385279
  0.94976258   1.06986946   0.12697233  -0.02992712   0.06371879
  0.94976258   1.06986946   0.12697233  -0.03012244   0.06368855
  0.94976258   1.06986946   0.12697233  -0.03036780   0.06365256
  0.94666461   1.07296743   0.12546030  -0.03196479   0.06350312
  0.94666461   1.07296743   0.12546030  -0.03249913   0.06342602
